文件名,完整路径,所在目录,文件大小(B),文件大小(可读),修改时间
核电厂厂区实验室建设规范.pdf,/data2/统计包含关键词的文件/final/核电厂厂区实验室建设规范.pdf,/data2/统计包含关键词的文件/final,568882,555.55 KB,2025-02-17 18:52:43
维斯塔斯V110-2000-Mk10-安装叶片.pdf,/data2/统计包含关键词的文件/final/维斯塔斯V110-2000-Mk10-安装叶片.pdf,/data2/统计包含关键词的文件/final,3312413,3.16 MB,2025-08-19 15:06:08
QCDT-GYYHPC 1067-2022.ZY01 继电保护信息子站检修作业指导书.pdf,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 1067-2022.ZY01 继电保护信息子站检修作业指导书.pdf,/data2/统计包含关键词的文件/final,370535,361.85 KB,2022-11-15 19:18:36
2023年注安《法规》151个高频考点汇总-233.pdf,/data2/统计包含关键词的文件/final/2023年注安《法规》151个高频考点汇总-233.pdf,/data2/统计包含关键词的文件/final,2564554,2.45 MB,2025-03-17 13:48:15
中国大唐集团有限公司联合循环发电厂技术监督规程修编说明.docx,/data2/统计包含关键词的文件/final/中国大唐集团有限公司联合循环发电厂技术监督规程修编说明.docx,/data2/统计包含关键词的文件/final,43647,42.62 KB,2024-12-31 13:08:12
JJG 882-2019 压力变送器检定规程.pdf,/data2/统计包含关键词的文件/final/JJG 882-2019 压力变送器检定规程.pdf,/data2/统计包含关键词的文件/final,1720314,1.64 MB,2025-04-10 18:10:51
QCDT-GYYHPC 1119-2023.ZY07 蜗壳进人门、尾水肘管进人门、尾水锥管进人门开启检修作业指导书.docx,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 1119-2023.ZY07 蜗壳进人门、尾水肘管进人门、尾水锥管进人门开启检修作业指导书.docx,/data2/统计包含关键词的文件/final,65560,64.02 KB,2024-01-25 10:07:44
35 国家能源投资集团有限责任公司风电控制与保护技术监督实施细则.pdf,/data2/统计包含关键词的文件/final/35 国家能源投资集团有限责任公司风电控制与保护技术监督实施细则.pdf,/data2/统计包含关键词的文件/final,595851,581.89 KB,2025-08-19 15:06:38
GB_T 17680.7-2003_核电厂应急计划与准备准则场内应急设施功能与特性.pdf,/data2/统计包含关键词的文件/final/GB_T 17680.7-2003_核电厂应急计划与准备准则场内应急设施功能与特性.pdf,/data2/统计包含关键词的文件/final,3020346,2.88 MB,2024-05-28 14:18:20
金风1.5MW机组运行手册.pdf,/data2/统计包含关键词的文件/final/金风1.5MW机组运行手册.pdf,/data2/统计包含关键词的文件/final,1824794,1.74 MB,2025-08-19 15:04:56
QCDT-GYYHPC 1062-2022.ZY01 500kV母线保护装置检修作业指导书.pdf,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 1062-2022.ZY01 500kV母线保护装置检修作业指导书.pdf,/data2/统计包含关键词的文件/final,368749,360.11 KB,2022-11-15 19:18:50
GB+5135.14-2011.pdf,/data2/统计包含关键词的文件/final/GB+5135.14-2011.pdf,/data2/统计包含关键词的文件/final,642949,627.88 KB,2025-02-11 18:50:33
GYY-EC-2022-#2G-上-06 2号机水轮机辅助控制系统检修报告.pdf,/data2/统计包含关键词的文件/final/GYY-EC-2022-#2G-上-06 2号机水轮机辅助控制系统检修报告.pdf,/data2/统计包含关键词的文件/final,299624,292.60 KB,2022-01-19 10:54:34
GB_T 17680.6-2003_核电厂应急计划与准备准则场内应急响应职能与组织机构.pdf,/data2/统计包含关键词的文件/final/GB_T 17680.6-2003_核电厂应急计划与准备准则场内应急响应职能与组织机构.pdf,/data2/统计包含关键词的文件/final,3471207,3.31 MB,2024-05-28 14:18:15
DLT 1009-2016 水电厂计算机监控系统运行及维护规程(OCR).pdf,/data2/统计包含关键词的文件/final/DLT 1009-2016 水电厂计算机监控系统运行及维护规程(OCR).pdf,/data2/统计包含关键词的文件/final,2156010,2.06 MB,2025-02-21 10:42:08
GB+17790-2008.pdf,/data2/统计包含关键词的文件/final/GB+17790-2008.pdf,/data2/统计包含关键词的文件/final,985839,962.73 KB,2025-02-11 18:36:17
联合动力UP82-1500-风电组合式变压器说明书.pdf,/data2/统计包含关键词的文件/final/联合动力UP82-1500-风电组合式变压器说明书.pdf,/data2/统计包含关键词的文件/final,1199612,1.14 MB,2025-08-19 15:10:46
GB_T 25449-2010_重水堆核电厂燃料棒束技术条件.pdf,/data2/统计包含关键词的文件/final/GB_T 25449-2010_重水堆核电厂燃料棒束技术条件.pdf,/data2/统计包含关键词的文件/final,1419057,1.35 MB,2024-05-28 14:20:04
华锐SL1500-Bachmann PLC机组高穿程序故障处理手册.pdf,/data2/统计包含关键词的文件/final/华锐SL1500-Bachmann PLC机组高穿程序故障处理手册.pdf,/data2/统计包含关键词的文件/final,1460830,1.39 MB,2025-08-19 15:06:18
DL／T 1199—2013 电测技术监督规程.pdf,/data2/统计包含关键词的文件/final/DL／T 1199—2013 电测技术监督规程.pdf,/data2/统计包含关键词的文件/final,360562,352.11 KB,2025-05-29 16:48:23
NB／T 31006—2011 海上风电场钢结构防腐蚀技术标准.pdf,/data2/统计包含关键词的文件/final/NB／T 31006—2011 海上风电场钢结构防腐蚀技术标准.pdf,/data2/统计包含关键词的文件/final,557678,544.61 KB,2025-05-14 11:07:38
QCDT-GYYHPC 1130-2022 透平油系统检修规程.docx,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 1130-2022 透平油系统检修规程.docx,/data2/统计包含关键词的文件/final,71143,69.48 KB,2025-01-02 15:32:32
工商业光伏发电系统.pdf,/data2/统计包含关键词的文件/final/工商业光伏发电系统.pdf,/data2/统计包含关键词的文件/final,9665162,9.22 MB,2024-06-11 15:35:36
JJG 126—1995 交流电量变换为直流电量电工测量变送器.pdf,/data2/统计包含关键词的文件/final/JJG 126—1995 交流电量变换为直流电量电工测量变送器.pdf,/data2/统计包含关键词的文件/final,620649,606.10 KB,2025-05-14 11:11:04
金风1.5MW风电机组运行手册20080920.pdf,/data2/统计包含关键词的文件/final/金风1.5MW风电机组运行手册20080920.pdf,/data2/统计包含关键词的文件/final,1824794,1.74 MB,2025-08-19 15:06:24
DLT 1056-2007 发电厂热工仪表及控制系统技术监督导则.pdf,/data2/统计包含关键词的文件/final/DLT 1056-2007 发电厂热工仪表及控制系统技术监督导则.pdf,/data2/统计包含关键词的文件/final,1038712,1014.37 KB,2025-11-13 16:37:21
风能发电系统 风力发电机组液压系统.pdf,/data2/统计包含关键词的文件/final/风能发电系统 风力发电机组液压系统.pdf,/data2/统计包含关键词的文件/final,536732,524.15 KB,2025-08-15 10:04:13
GB_T 22158-2021_核电厂防火设计规范.pdf,/data2/统计包含关键词的文件/final/GB_T 22158-2021_核电厂防火设计规范.pdf,/data2/统计包含关键词的文件/final,15095366,14.40 MB,2024-05-28 14:19:21
中国安全生产大数据平台-知识库868.pdf,/data2/统计包含关键词的文件/final/中国安全生产大数据平台-知识库868.pdf,/data2/统计包含关键词的文件/final,2622033,2.50 MB,2025-03-10 14:20:56
2023中安法规第六章讲义.pdf,/data2/统计包含关键词的文件/final/2023中安法规第六章讲义.pdf,/data2/统计包含关键词的文件/final,22482392,21.44 MB,2025-03-17 13:48:11
QCDT-GYYHPC 1072-2022.ZY02 调速器油压装置控制系统检修作业指导书.pdf,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 1072-2022.ZY02 调速器油压装置控制系统检修作业指导书.pdf,/data2/统计包含关键词的文件/final,363586,355.06 KB,2022-11-15 19:18:42
GYY-EC-2022-#2G-上-15 10KV921DL、941DL保护装置及开关控制回路检修报告.pdf,/data2/统计包含关键词的文件/final/GYY-EC-2022-#2G-上-15 10KV921DL、941DL保护装置及开关控制回路检修报告.pdf,/data2/统计包含关键词的文件/final,274824,268.38 KB,2022-04-11 10:30:06
DL_T 333.1-2010 火电厂凝结水精处理系统技术要求 第1部分湿冷机组.pdf,/data2/统计包含关键词的文件/final/DL_T 333.1-2010 火电厂凝结水精处理系统技术要求 第1部分湿冷机组.pdf,/data2/统计包含关键词的文件/final,1212632,1.16 MB,2025-02-21 10:26:25
JJG 544-2011 压力控制器检定规程.pdf,/data2/统计包含关键词的文件/final/JJG 544-2011 压力控制器检定规程.pdf,/data2/统计包含关键词的文件/final,3151525,3.01 MB,2025-04-10 18:10:37
中国大唐集团有限公司水力发电厂技术监督规程 第7部分：继电保护与安全自动装置技术监督.docx,/data2/统计包含关键词的文件/final/中国大唐集团有限公司水力发电厂技术监督规程 第7部分：继电保护与安全自动装置技术监督.docx,/data2/统计包含关键词的文件/final,197470,192.84 KB,2024-12-31 12:26:56
压水堆核电厂调试术语.pdf,/data2/统计包含关键词的文件/final/压水堆核电厂调试术语.pdf,/data2/统计包含关键词的文件/final,5487627,5.23 MB,2025-02-17 19:03:16
附件1：中国大唐集团有限公司火力发电机组A级检修管理导则(QCDT 21102001-2022).docx,/data2/统计包含关键词的文件/final/附件1：中国大唐集团有限公司火力发电机组A级检修管理导则(QCDT 21102001-2022).docx,/data2/统计包含关键词的文件/final,495998,484.37 KB,2022-04-19 13:37:34
GB_T 40860-2021_压水堆核电厂设计扩展工况分析要求.pdf,/data2/统计包含关键词的文件/final/GB_T 40860-2021_压水堆核电厂设计扩展工况分析要求.pdf,/data2/统计包含关键词的文件/final,1533165,1.46 MB,2024-05-28 14:21:17
火力发电建设工程质量监督检查大纲.pdf,/data2/统计包含关键词的文件/final/火力发电建设工程质量监督检查大纲.pdf,/data2/统计包含关键词的文件/final,3502972,3.34 MB,2025-02-21 11:10:15
3-3-22 （GB 50140-2005） 建筑灭火器配置设计规范.pdf,/data2/统计包含关键词的文件/final/3-3-22 （GB 50140-2005） 建筑灭火器配置设计规范.pdf,/data2/统计包含关键词的文件/final,667246,651.61 KB,2025-09-03 11:52:12
JJG 2003-1987 热电偶检定系统.pdf,/data2/统计包含关键词的文件/final/JJG 2003-1987 热电偶检定系统.pdf,/data2/统计包含关键词的文件/final,196222,191.62 KB,2025-04-10 18:10:10
水电厂电气二次设备检修 水电厂检修技术丛书.pdf,/data2/统计包含关键词的文件/final/水电厂电气二次设备检修 水电厂检修技术丛书.pdf,/data2/统计包含关键词的文件/final,36901563,35.19 MB,2025-09-03 11:15:41
DLT 1548-2016水轮机调节系统设计与应用导则(OCR).pdf,/data2/统计包含关键词的文件/final/DLT 1548-2016水轮机调节系统设计与应用导则(OCR).pdf,/data2/统计包含关键词的文件/final,18165265,17.32 MB,2025-02-21 10:42:54
核电厂汽轮机保护系统调试导则.pdf,/data2/统计包含关键词的文件/final/核电厂汽轮机保护系统调试导则.pdf,/data2/统计包含关键词的文件/final,540512,527.84 KB,2025-02-17 18:50:33
DL∕T 5196-2016 火力发电厂石灰石-石膏湿法烟气脱硫系统设计规程.pdf,/data2/统计包含关键词的文件/final/DL∕T 5196-2016 火力发电厂石灰石-石膏湿法烟气脱硫系统设计规程.pdf,/data2/统计包含关键词的文件/final,1328577,1.27 MB,2025-04-10 17:55:25
PCS-993B_X_说明书_国内中文_国内标准版_X_R1.01_(ZL_WKZZ5123.1....pdf,/data2/统计包含关键词的文件/final/PCS-993B_X_说明书_国内中文_国内标准版_X_R1.01_(ZL_WKZZ5123.1....pdf,/data2/统计包含关键词的文件/final,778901,760.65 KB,2014-05-15 12:41:16
2-3-13 （电建质监[2009]58号） 电力建设工程质量监督检查典型大纲（风力发电部分）.pdf,/data2/统计包含关键词的文件/final/2-3-13 （电建质监[2009]58号） 电力建设工程质量监督检查典型大纲（风力发电部分）.pdf,/data2/统计包含关键词的文件/final,285378,278.69 KB,2025-09-03 12:21:21
HJ／T 91—2002 地表水和污水监测技术规范.pdf,/data2/统计包含关键词的文件/final/HJ／T 91—2002 地表水和污水监测技术规范.pdf,/data2/统计包含关键词的文件/final,729766,712.66 KB,2025-05-14 11:32:01
SYT 6340-2010 防静电推荐作法.pdf,/data2/统计包含关键词的文件/final/SYT 6340-2010 防静电推荐作法.pdf,/data2/统计包含关键词的文件/final,22376763,21.34 MB,2025-02-27 16:24:38
DLGK-WD101温度控制实训系统技术文件20161220.docx,/data2/统计包含关键词的文件/final/DLGK-WD101温度控制实训系统技术文件20161220.docx,/data2/统计包含关键词的文件/final,750823,733.23 KB,2024-03-28 16:50:29
海洋石油安全管理细则.pdf,/data2/统计包含关键词的文件/final/海洋石油安全管理细则.pdf,/data2/统计包含关键词的文件/final,930476,908.67 KB,2025-03-10 14:25:29
GB／T 44114—2024 电化学储能系统接入低压配电网运行控制规范.pdf,/data2/统计包含关键词的文件/final/GB／T 44114—2024 电化学储能系统接入低压配电网运行控制规范.pdf,/data2/统计包含关键词的文件/final,439095,428.80 KB,2025-05-23 16:57:37
QCDT-GYYHPC 1069-2022.ZY01 500kV系统故障录波装置检修作业指导书.pdf,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 1069-2022.ZY01 500kV系统故障录波装置检修作业指导书.pdf,/data2/统计包含关键词的文件/final,337210,329.31 KB,2022-11-15 19:18:38
GBT 43064.1-2023 智能工厂建设导则 第1部分： 物理工厂智能化系统.pdf,/data2/统计包含关键词的文件/final/GBT 43064.1-2023 智能工厂建设导则 第1部分： 物理工厂智能化系统.pdf,/data2/统计包含关键词的文件/final,626587,611.90 KB,2025-03-04 12:22:50
GB 39800.7-2023 个体防护装备配备规范 第7部分：电子.pdf,/data2/统计包含关键词的文件/final/GB 39800.7-2023 个体防护装备配备规范 第7部分：电子.pdf,/data2/统计包含关键词的文件/final,515436,503.36 KB,2025-03-04 10:52:29
4号发电机GCB试验记录表（2022.03.19）.docx,/data2/统计包含关键词的文件/final/4号发电机GCB试验记录表（2022.03.19）.docx,/data2/统计包含关键词的文件/final,69864,68.23 KB,2022-03-23 17:19:42
联合动力UP2.0MW-偏航全刹过压故障分析及预防措施.pdf,/data2/统计包含关键词的文件/final/联合动力UP2.0MW-偏航全刹过压故障分析及预防措施.pdf,/data2/统计包含关键词的文件/final,11021879,10.51 MB,2025-08-19 15:05:50
中国大唐集团有限公司太阳能光伏技术监督规程修编说明.docx,/data2/统计包含关键词的文件/final/中国大唐集团有限公司太阳能光伏技术监督规程修编说明.docx,/data2/统计包含关键词的文件/final,57340,56.00 KB,2024-12-27 17:25:02
DLT 290-2012 电厂辅机用油运行及维护管理导则.pdf,/data2/统计包含关键词的文件/final/DLT 290-2012 电厂辅机用油运行及维护管理导则.pdf,/data2/统计包含关键词的文件/final,225549,220.26 KB,2025-02-21 10:18:10
技术供水系统检修作业指导书.docx,/data2/统计包含关键词的文件/final/技术供水系统检修作业指导书.docx,/data2/统计包含关键词的文件/final,121887,119.03 KB,2024-01-14 15:50:50
GYY-EC-2022-#1G-下-06 1号机水轮机辅助控制系统检修报告.pdf,/data2/统计包含关键词的文件/final/GYY-EC-2022-#1G-下-06 1号机水轮机辅助控制系统检修报告.pdf,/data2/统计包含关键词的文件/final,613604,599.22 KB,2023-02-20 15:15:00
核设施的安全监督.docx,/data2/统计包含关键词的文件/final/核设施的安全监督.docx,/data2/统计包含关键词的文件/final,18879,18.44 KB,2025-11-17 09:15:46
滨海核电建设项目水资源论证导则.pdf,/data2/统计包含关键词的文件/final/滨海核电建设项目水资源论证导则.pdf,/data2/统计包含关键词的文件/final,3188917,3.04 MB,2025-02-18 13:52:24
